period_id,term,estimate,std.error,statistic,p.value,yob
1997-2007,yob::2012:treat,1.1884216227306925,0.38532477441886387,3.0842076648796772,0.0022895234571055885,2012
1997-2007,yob::2013:treat,1.1898702676064676,0.42470494748008963,2.801639761124396,0.005515557104472261,2013
1997-2007,yob::2014:treat,0.7574753491172493,0.3431462229858067,2.2074418961288704,0.028267000411344802,2014
1997-2007,yob::2015:treat,0.9729425475687471,0.6145814732072339,1.583097750232174,0.1147672979599912,2015
1997-2007,yob::2016:treat,1.060195732748079,0.29259677356832864,3.623401993872284,3.575311269613017e-4,2016
1997-2007,yob::2017:treat,2.7611623503318596,0.44860884715355936,6.154944040563494,3.289027819729436e-9,2017
1997-2007,yob::2018:treat,2.0110523220349195,1.0420012709934572,1.9299902773799467,0.05483254337380926,2018
1997-2008,yob::2005:treat,-0.23926602507707628,0.29498860989102504,-0.811102588555762,0.4181004756169331,2005
1997-2008,yob::2006:treat,-0.01456672088651561,0.2835793941407873,-0.05136734610302376,0.959075003949966,2006
1997-2008,yob::2007:treat,0.2241668089949902,0.25808833110731194,0.868566230922632,0.38594144415048093,2007
1997-2008,yob::2008:treat,0.46816845494081794,0.29951336815337876,1.563097025776399,0.11933112096469828,2008
1997-2008,yob::2010:treat,-0.4811605156009626,0.24589709052749886,-1.9567556271966304,0.05152141833817806,2010
1997-2008,yob::2011:treat,-0.04739672776268835,0.24113660069918302,-0.1965555109645739,0.8443396747929188,2011
1997-2008,yob::2012:treat,0.7445852067849632,0.295354861973263,2.520985101820896,0.012343768418833424,2012
1997-2008,yob::2013:treat,0.9631029773378124,0.3481292277728452,2.766509963840894,0.006101526077406203,2013
1997-2008,yob::2014:treat,0.3057228637515215,0.2534705412884932,1.2061475159890716,0.22893363129820773,2014
1997-2008,yob::2015:treat,0.503911004600854,0.31516280841309724,1.59889108470044,0.11114420208844346,2015
1997-2008,yob::2016:treat,-0.19201580699250936,0.24200376716068822,-0.7934413965755032,0.4282947644374019,2016
1997-2008,yob::2017:treat,-0.45663310585738653,0.559623118543921,-0.8159654073003572,0.4153190353706929,2017
1997-2008,yob::2018:treat,-0.547120161328639,0.4290354652500178,-1.2752329484225928,0.20344464198154882,2018
1998-2003,yob::2005:treat,-0.4594729289061845,0.5930942335609829,-0.7747047651221866,0.44136695641434065,2005
1998-2003,yob::2006:treat,-0.7867552404947292,0.42908948010800324,-1.8335458615687812,0.07137213593463382,2006
1998-2003,yob::2007:treat,-0.11926054510841318,0.4054038329667169,-0.2941771522870735,0.7695745453400595,2007
1998-2003,yob::2008:treat,-0.053713019305074966,0.2538817675451011,-0.21156706062215774,0.8331170926430019,2008
1998-2003,yob::2010:treat,-0.9943875164669653,0.7458118945119157,-1.3332953306111133,0.18716135335566897,2010
1998-2003,yob::2011:treat,-0.7319162663098243,0.3345932833032179,-2.1874804511438475,0.03236723505997939,2011
1998-2003,yob::2012:treat,-0.40806292607753913,0.5306399554978414,-0.7690015081783624,0.4447211315275289,2012
1998-2003,yob::2013:treat,-0.6571880273398826,0.49024077196551114,-1.340541352170758,0.1848086600963615,2013
1998-2003,yob::2014:treat,1.1800910489780505,0.8695514232556922,1.357126234765582,0.1795081555954443,2014
1998-2003,yob::2015:treat,0.49050010109478076,0.5804928744004254,0.8449717864347678,0.4012743892263685,2015
1998-2004,yob::2005:treat,-0.08840902672097027,0.35868299683940386,-0.24648234652883305,0.8059324472897552,2005
1998-2004,yob::2006:treat,-0.26542540770426803,0.35341548325971084,-0.7510293698966708,0.4548113903049462,2006
1998-2004,yob::2007:treat,0.596844917995596,0.32607840986056047,1.8303723888092507,0.07087244616954112,2007
1998-2004,yob::2008:treat,0.6819151691893479,0.3192612880106966,2.135915611436426,0.03570576661597895,2008
1998-2004,yob::2010:treat,-0.1132021199470305,0.31424982942330754,-0.36022969417285683,0.7196129997822118,2010
1998-2004,yob::2011:treat,0.04811501486395875,0.2393009032960511,0.20106491116932082,0.8411518571422703,2011
1998-2004,yob::2012:treat,1.5674940648682092,0.537583764100726,2.9158136267197814,0.004587204542841555,2012
1998-2004,yob::2013:treat,0.06668342598642611,0.5457392441732553,0.12218917129085222,0.9030518476267183,2013
1998-2004,yob::2014:treat,2.0125212010736595,0.43532152851704936,4.623068397121185,1.4115524857506472e-5,2014
1998-2004,yob::2015:treat,1.358982719542094,0.40064752359732114,3.391965854025762,0.001075528658126057,2015
1998-2005,yob::2005:treat,-0.33370284623791663,0.34026824882021367,-0.9807052153556473,0.3285738189227232,2005
1998-2005,yob::2006:treat,-0.4143614176076551,0.35144667323241074,-1.1790164743817022,0.24056163773297665,2006
1998-2005,yob::2007:treat,0.029836504851065718,0.2892861687038127,0.10313837327499054,0.9180133150802113,2007
1998-2005,yob::2008:treat,0.4001259698578939,0.25998648740364644,1.5390260234435627,0.12624729421172884,2008
1998-2005,yob::2010:treat,-0.2380517015940949,0.34082008976741274,-0.6984673402220788,0.486142223207936,2010
1998-2005,yob::2011:treat,-0.03514576496046362,0.27088840817104876,-0.12974259473765046,0.8969721681748366,2011
1998-2005,yob::2012:treat,1.318862294678785,0.5651160993398505,2.3337899879678443,0.02115271757700552,2012
1998-2005,yob::2013:treat,1.0738024639454455,0.43568297663292826,2.4646417728874126,0.015030387322222451,2013
1998-2005,yob::2014:treat,1.4694126131646725,0.36273501130927976,4.050925792525176,8.754536344992162e-5,2014
1998-2005,yob::2015:treat,1.5134545933442134,0.38556658622465323,3.9252742520130823,1.4022458212548805e-4,2015
1998-2005,yob::2016:treat,1.764676801415395,0.2546576897904096,6.929603433015408,1.80426043734517e-10,2016
