reg_id,reg_name
HOUSA000073590480,CO-OP AARDEMA GOBI-ET
HOUSA000071922147,CO-OP UPD SS SAMPSON-ET
HOUSA000071451885,CO-OP MOGUL STAMINA CRI-ET
HOUSA000071630720,SPRUCE-HAVEN ALTAAIRLOCK-ET
HOUSA000071630795,SPRUCE-HAVEN SONNY-ET
HOUSA000072606786,NASH-ACRES ALTAPAYDAY-ET
HOGBR915250411682,GLAMOUR CARLO-ET
HOUSA000142624764,LEXVOLD FINGERPRINT-ET
HOUSA000072615043,BOMAZ ALTASEGER-ET
HOUSA000072596675,FARNEAR-EDG B-BOB WALLY-ET
HOUSA000069832046,KLASSIC ALTAODEON-ET
HOUSA000072128171,EDG TENACITY-ET
HODEU000356333290,WEH MCCUTCH 3290-ET
HO840003011816309,LISMORE TRAVLIN MAN CRI-ET
HOUSA000072064167,PINE-TREE SENATOR
HOUSA000070359867,JC-KOW ALTAJONAGOLD-ET
HOUSA000072695291,PRIDE OAK TUX 218-ET
HOUSA000073284048,BEN-AKERS MAURICE LUMRIC
HOUSA000072695295,PRIDE OAK TUT 222-ET
HO840003014259028,T-GEN-AC OUTSTANDING-ET
HO840003131058470,HOLLERMANN SILVER ROMERO-ET
HOUSA000074228136,ZIMMERVIEW HOTSHOT ESCAPADE
HO840003010363815,EDG MEGA-ARCH 60068-ET
HO840003133887811,MR STONE-FRONT AUTOMATIC
HO840003136555664,CO-OP UPD SS TREVINO-ET
HOUSA000138591768,WA-DEL ALTAMASTER
HOUSA000064821562,KINGS-RANSOM REGIS-ET
HOUSA000064821572,KINGS-RANSOM B RAEF-ET
HOUSA000064963432,HARDIE-FARMS JESTER
HOUSA000066250164,CROIX-LINE ALTAMICH-ET
HOUSA000066250162,CROIX-LINE RAMOS TYLER-ET
HOUSA000066636868,CROIX-LINE CORY LEONARD-ET
HOUSA000068858008,MAJESTIC-MANOR BWSR BETA-ET
HOUSA000138574673,WEEPING-HOLLOW DANTE-ET
HOUSA000138574682,WEEPING-HOLLOW SVB PIXAR-ET
HOUSA000065496394,SYNERGY TEMPO-ET
HOUSA000064633850,CLEAR-ECHO RAMOS HEWLETT-ET
HOUSA000138631448,HORSTYLE ZEEK-ET
HOUSA000138819440,O-BEE LIGHTNING BOLTON
HOUSA000138216742,GIL-GAR G-WYN SACH-ET
HOUSA000137593552,AMMON FARMS SHOTTLE TULSA
HOUSA000064665579,AMMON FARMS SADLER-ET
HOUSA000066111409,COOL-LAWN BIGMAC 772-ET
HOUSA000066521490,VATLAND MARTINI-ET
HOUSA000140440573,O-BEE AUSTIN
HOUSA000064633846,CLEAR-ECHO ALTALZRJET-ET
HOUSA000064499632,ROSYLANE-LLC ALTAGREATONE
HOUSA000064499605,ROSYLANE-LLC ALTANEXTONE
HOUSA000063279505,DYECREST ALTASUMAC-TW
HOUSA000064499631,ROSYLANE-LLC ALTABIGMAN
HOUSA000064499645,ROSYLANE-LLC ALTAREVISOR
HOUSA000065496423,SYNERGY ALTAMRFIT
HOUSA000065895482,ROSYLANE-LLC ALTASTANDARD
HOUSA000065895444,ROSYLANE-LLC ALTAROSTER
HO840003004886529,ROSYLANE-LLC ALTAEZER
HO840003004886528,ROSYLANE-LLC ALTASAGE-TW
HOUSA000066858645,EXELS ALTACHANCE
HOUSA000066532645,BOMAZ ALTAENRICHED
HOUSA000066256320,VATLAND ALTAMARINER-ET
HO840003004886565,ROSYLANE-LLC ALTAMORDOMO
HO840003009524865,NO-FLA ALTAROTHMAN-ET
HOUSA000139378168,A-ELSBERND BOLIVER BREEZE
HO840003005567664,HURTGENLEA SOMAR-ET
HOUSA000068519135,DYECREST AL SIZZLE-ET
HOUSA000140865288,A-ELSBERND BOWSER ASHTON-ET
HOUSA000064365762,ENYART TOYSTORY IVAN-ET
HOUSA000064365767,ENYART TOYSTORY IVANTAGE-ET
HOUSA000064665574,AMMON FARMS SWOOP-ET
HOUSA000064665573,AMMON FARMS SWIVEL-ET
HOUSA000063639641,BERRYRIDGE ZENITH ISAAC
HOUSA000139133550,ROSEDAE BROGAN
HOUSA000064633849,CLEAR-ECHO RAMOS PACKARD-ET
HOUSA000066887774,ENYART SOCRATES I SUESS-ET
HOUSA000066887771,ENYART SOCRATE I SCHULTZ-ET
HOUSA000066618952,AMMON FARMS SHALIMAR-ET
HOUSA000140313521,A-ELSBERND BECKER-ET
HOUSA000140313530,A-ELSBERND PLANET PEACE-ET
HOUSA000066879943,TWIN-B-DAIRY BUCKWHEAT-ET
HOUSA000066521489,VATLAND MAUSER-ET
HOUSA000062848211,PINE-TREE ALTABLACKWEL
HOUSA000064499585,ROSYLANE-LLC ALTASTEPONE
HOUSA000064499580,ROSYLANE-LLC ALTAROLLIN
HOUSA000070694548,ROSYLANE-LLC ALTANETBOOK
HOUSA000065283038,VATLAND MATRIX
HOUSA000138680170,A-ELSBERND MAC ARTHUR-ET
HOUSA000065621537,PENN-ENGLAND LIESL 628A
HOUSA000065507008,ROHAVEN GOLDWYN DELIBERATE
HOUSA000068767108,COOL-LAWN JEDIDIAH CRI-ET
HOUSA000138680189,A-ELSBERND MAC DOUGLAS-ET
HOUSA000066631918,POTTERS-FIELD PAVETHEWAY-TW
HOUSA000063748296,ZIMMERVIEW MAC WADE-ET
HOUSA000063748284,ZIMMERVIEW MAC ADLER-ET
HOUSA000063748286,ZIMMERVIEW MAC CUTLER-ET
HOUSA000138246592,WINDSOR-MANOR MR MARYLAND
HOUSA000063811814,MS M-PONDHILL BUCKEYE PILOT
HOUSA000064633891,CLEAR-ECHO J-STREAM REK-ET
HOUSA000138536332,O-BEE KEENAN
HOUSA000139571507,ROSSDALE RAMOS RIPCORD-ET
HOUSA000139414947,O-BEE KOLE-ET
HOUSA000139414974,O-BEE KALEB-ET
HOUSA000139594474,O-BEE KOMET-ET
HOUSA000140342099,O-BEE KELLOG-ET
HOUSA000140342080,O-BEE KENNEDY-ET
HOUSA000068771337,GOLD-N-OAKS AL STEVO 308-ET
HOUSA000064633864,CLEAR-ECHO ALTABOOSTER-ET
HOUSA000064519089,WELCOME ALTAMCGILL-ET
HOUSA000066087072,NO-FLA ALTAEPILOGUE-ET
HOUSA000064519051,WELCOME GRANDEUR-ET
HOUSA000064633893,CLEAR-ECHO REBEL-ET
HOUSA000139657384,ROSSDALE RAMOS RICHIE-ET
HOUSA000066024100,PINE-TREE OMAN AZUCAR-ET
HOUSA000066024097,PINE-TREE STAMOS-ET
HOUSA000140544192,O-BEE KARIK-ET
HOUSA000069169752,PINE-TREE FREDDI SUCCESS-ET
HOUSA000140678842,O-BEE KANSO-ET
HOUSA000140464272,O-BEE KURTZ-ET
HOUSA000064990011,LATUCH ALTATRINITY-ET
HOUSA000066024104,PINE-TREE STOWE-ET
HOUSA000137221974,WHITMAN LAUDAN ARIES-ET
HOUSA000137221965,WHITMAN ACAPPELLA-ET
HOUSA000137233580,WHITMAN ADOBE-ET
HOUSA000137221983,WHITMAN MAGICAL AMAZING-ET
HOUSA000135962420,WHITMAN O MAN AWESOME ANDY
HOUSA000065496387,SYNERGY ALTATITUS
HOUSA000136338406,SELLCREST MIDNIGHT-RED-ET
HOUSA000064633845,CLEAR-ECHO ALTADEMODA
HOUSA000063210219,KINGS-RANSOM DURWOOD
HOUSA000072190622,PLAIN-KNOLL DAD WARBUCKS-ET
HOUSA000068725759,HENDEL BRIDGE-ET
HOUSA000064821565,KINGS-RANSOM ALTADAPPER
HOUSA000069324695,KINGS-RANSOM S SHARPING
HOUSA000071640108,L-L-M-DAIRY MOGUL PING-ET
HOUSA000065827968,KINGS-RANSOM ALTASARGE
HOUSA000070202458,L-L-M-DAIRY ALTAPONDER-ET
HOUSA000139579934,SUGAR-BREEZE NASH
HOUSA000064881209,TRUE-BLUE EDEN-ET
HOUSA000066857899,TRUE-BLUE TRIXTER-ET
HOUSA000066857898,TRUE-BLUE TSUNAMI-ET
HOUSA000071640117,L-L-M-DAIRY PYRO-ET
HOUSA000070202463,L-L-M-DAIRY SHMRK PANAMA-ET
HOUSA000068656260,DE-SU ALTABIO-ET
HOUSA000068656274,DE-SU ALTAROGERS-ET
HOUSA000070648219,ATH-MOR PALERMO ORRIN-ET
HOUSA000068656271,DE-SU PARAGON-ET
HOUSA000137863110,M-RIVERVIEW DARREN-RED-ET
HOUSA000071703378,BACON-HILL MAGUIRE-ET
HOUSA000071703415,BACON-HILL UNO MONEL-ET
HOUSA000070625834,DE-SU 11082 OPTIMUS-ET
HOUSA000070625837,DE-SU 11085 ORLANDO-ET
HOUSA000071703411,BACON-HILL UNO MOORE-ET
HO840003011639742,BACON-HILL MILLS-ET
HOUSA000070392361,ROCHER ARMITAGE DOZER P
HOUSA000070432608,DA-SO-BURN ALTABURLOAK-ET
HO840003013495086,MR DOORMAN MILNER-ET
HOUSA000070726926,UECKER SSIRE JOCLASSIC-ET
HOUSA000070726929,UECKER SUPERSIRE JOSUPER-ET
HO840003013841926,CO-OP MUSCLES-ET
HO840003011129958,SIEMERS MCCUTCH KIAN-ET
HOUSA000072395528,MELARRY ALTAMATT-ET
HO840003012171355,DOUBLE-EAGLE RANSM KOBRA-ET
HOUSA000071441877,ZAHBULLS MCCUTCHEN GIL-ET
HO840003013129331,LADYS-MANOR L-BRN AMMON-ET
HO840003015031074,LADYS-MANOR SHKPR AMRIAN-ET
HOUSA000071441876,ZAHBULLS GOTCHA-ET
HO840003013129412,LADYS-MANOR JCK AMBIANCE-ET
HOUSA000071441918,ZAHBULLS ALTA1STCLASS-ET
HO840003013129330,LADYS-MANOR L-BRN AMRYN-ET
HOUSA000064990014,LATUCH ALTAPRESS
HOUSA000064523958,SPRINGHILL-OH J MOUNTAINEER
HOUSA000138545459,JENNITON BOLTON RAY-ET
HOUSA000139164516,JENNITON J STREAM BONGO-ET
HOUSA000139373770,JENNITON BOLIVER RYCE-ET
HOUSA000066576916,SPRINGHILL-OH IRON J ZIP-ET
HOUSA000066576930,SPRINGHILL-OH IRON HUSKY-ET
HOUSA000138483951,JENNITON ZOWIE-ET
HOUSA000138483924,JENNITON DECATUR-ET
HO840003004373212,GLENELLEN GW ROADTRIP
HOUSA000066576943,SPRINGHILL-OH IRON J PIRATE
HOUSA000138425951,JENNITON BOLTON ROSS-ET
HOUSA000070895112,WEIGELINE SHMK VEGAS CRI-ET
HO840003011538241,BEN-AKERS SSI LASERTAG-ET
HOUSA000055636078,GLEN-D-HAVEN ALTARAZ
HOUSA000070541562,CO-OP LEWIS GENOA
HOUSA000072115379,CO-OP GUINNESS-ET
HOUSA000064410465,SYNERGY ALTAROMO
HOUSA000066406383,SHEEKNOLL ALTAVITTEK
HOUSA000061192041,SPRINGHILL-OH C MISSOULA-ET
HOUSA000062106894,PRIDE TRUMPET-ET
HOUSA000135492293,GEORGEFARM FLANCE LYNDON-ET
HOUSA000136623634,WA-DEL CONNER-ET
HOUSA000061869635,SPRINGHILL-OH CONVICTION-ET
HOUSA000062816965,TOLLENAARS MASCOL MARTIN-ET
HOUSA000064394140,TOLLENAARS ALTATABASCO-ET
HOUSA000064394145,TOLLENAARS ALTATOLSTOY-ET
HOUSA000135655027,JOHANSSON O-F STATUS-ET
HOUSA000064394133,TOLLENAARS TAYTON-ET
HOUSA000064394137,TOLLENAARS TAYLOR-ET
HOUSA000064394248,TOLLENAARS MASCOL TEA718-ET
HOUSA000064394246,TOLLENAARS RAMOS TRIB716-ET
HOUSA000063592094,FOREST-LAWN PLATTE-P-RED-ET
HOUSA000063592099,FOREST-LAWN PATRIARK-RED-ET
HOUSA000071451851,WEIGELINE UNO DEPUTY CRI-ET
HO840003125521755,LADYS-MANOR HAL AMBUSH-ET
HO840003015031111,LADYS-MANOR ADVICE-ET
HOUSA000064665572,AMMON FARMS BENTON-ET
HOUSA000062336817,GOLD-N-OAKS S SHOWBOY-ET
HOUSA000064665571,AMMON FARMS BENSON-ET
HOUSA000064665599,AMMON FARMS ALTABRYCE-ET
HOUSA000137980866,LET-IT-RIDE JS NEVADA-ET
HOUSA000138103350,AMMON FARMS BECKETT-ET
HOUSA000064665570,AMMON FARMS BLAIRE-ET
HOUSA000064167441,FLY-HIGHER TOMORROW-ET
HOUSA000062038303,FLY-HIGHER TABASCO-ET
HOUSA000063373552,FLY-HIGHER TARRANT-ET
HOUSA000063373547,FLY-HIGHER TORGER-ET
HOUSA000063373556,FLY-HIGHER THURSDAY-ET
HOUSA000137916256,RICECREST ALTAEUROPA
HOUSA000061929310,TOLLENAARS OMAN MAX 294-ET
HOUSA000062385390,CLEAR-ECHO BOLIVER DINE-ET
HOUSA000052464205,SCHILLVIEW THRONE GENE-ET
HOUSA000061929307,TOLLENAARS OMAN MIKE 291-ET
HOUSA000138417684,RICHMOND-FD RAMIREZ-ET
HOUSA000064431362,RICHMOND-FD ROMULUS-ET
HOUSA000064394176,TOLLENAARS ALTAMODESTO-TW
HOUSA000138470803,HOEK-TEX COMRADE-ET
HOUSA000064394177,TOLLENAARS MALAWI-TW
HOUSA000064431359,RICHMOND-FD MARLY-ET
HOCAN000009501560,STANTONS SCHOOL-ET
HOUSA000061225309,CLEAR-ECHO M-MAN DREAMY-ET
HOUSA000138971117,SAINTVILLE ANDY-RED
HO840003124836623,HILLTOP-LLC GOLD DREAM 6683
HOUSA000143038719,DALOR-RAVAN THUNDERSTRK-RED
HOUSA000137528008,EXODUS BLOODTYPER
HOUSA000073963507,AARDEMA BLITZ-ET
HO840003013614228,QUIET-BROOK-D BABYBOOMER-ET
HO840003125202047,WOODCREST KBOY SPOTLIGHT-ET
HO840003012130535,WOODCREST RELSEAL BADGER-ET
HO840003011585666,RAN-ROSE MCUTCHEN MR SPERMY
HOAUS000H01647328,JARRAMAH WALKER-ET
HOUSA000136954213,CASTLEHOLM CHAMPION BARB-ET
HOUSA000135558638,FROZENES ADVENT MERL-RED-ET
HOUSA000052887117,SUNNYLODGE GOLDWYN LOWIE-ET
HOUSA000063364560,MRROCKLEDGE ELM PARK RY-ET
HOUSA000141892300,STARDELL KILDARE-TW
HO840003123835128,JOLIAM G W ATWOOD 9639-ET
WWDEU000354587069,Mad Max
HODNK000000255750,VH Mason Miguel
HOIRL151166950644,CARRACOUSH TISABRI
HOFRA005237442186,A
HONLD000388965513,FLEVO GENETICS SNOWMAN-ET
HOUSA000065888793,WEIGELINE ALTAJUMP-ET
HOUSA000070713803,CO-OP UPD LEWIS GAINES
HOUSA000140210408,POLLACK-VU JOLLY1 JARGON-ET
HO840003004886554,ROSYLANE-LLC ALTASTAMINA
HOUSA000064010342,WHITTAIL-VALLEY SANTOS-ET
HOUSA000138953290,HOESLY DUNDEE PALMER-TW
HOUSA000063432849,S-FINE BUCKEYE 2537 LARRY
HOUSA000064260480,BADGER MR SAM 2640-EM 9608
HOUSA000060013061,ROEHL-ACRES LOYAL LYNX
HO840003125999913,FOUR-OF-A-KIND STARS HERO
HOUSA000140725786,MR MILLIONS OF DOLLARS
HOUSA000070976807,PRIDE GUTHRIE THEATER 199
HOUSA000069221163,NOBLAND APPLE FERDINAND-RED
HOUSA000120958290,AR-LINE GOLDWYN VICTOR-ET
HOUSA000142393822,HARDWOOD ACME BRUNO
HOUSA000139805385,FUSTEAD JETSTREAM SNACK-ET
HOUSA000062911614,SELZ-PRALLE BOLTN 4272-3-ET
HO840003130321364,WERFFS ATWOOD TUCKER
HOUSA000065985031,TRI-LEVEL SHTL BOULDER 1286
HOUSA000139159309,EMERALD-ACR-VR D-SIMON
HOUSA000066677257,MR EMERLING SUPER FONZO-ET
HOUSA000063147133,ABOVE-PAR MARION SARGE
HOUSA000136215763,RUPP-VUE STORMATIC LANE
HOUSA000140025970,OVER-VIEW MARION VENUS VLAD
HOUSA000137728079,NOVA ADVENT LASER-RED-ET
HOUSA000138145985,HOOSKIP DONE DEAL
HOUSA000139027811,KEM-GEMS STORMATIC TOMAS
HOUSA000140225307,ACE-N-SPADES MARION DEMON
HOUSA000140564217,NOVA MR SAM BISON
HOUSA000138167619,NOBLAND GOLDWYN WARREN-ET
HOUSA000137707533,COW-PALACE ADRENALIN FIERCE
HOUSA000065512343,SUNNYSIDE MACK SANCHEZ-ET
HOUSA000063142247,BADGER FINLEY BORAT-ET
HOUSA000135980600,PINEHURST JANUARY STORM
HOUSA000136202651,RAN-ROSE OMAN SULTAN
HOUSA000137225932,BUTTERCUP-A MICKDUNDEE 66
HOUSA000141486187,ROCK-N-HILL HVEZDA
HOUSA000134800303,STREBELS PAULA MACHOMAN
HOUSA000140346329,DANWOOD GRACE ZEBO TOYSTORY
HOUSA000063196355,WARGO-ACRES MAESHA-ET
HOUSA000134266932,INDIES-VIEW THRONE LIFTOFF
HOUSA000141272272,JO-PA-CHA INDIANA HECTOR
HOUSA000062499412,BRICHRIS FI-FRITZ RANDY F20
HOUSA000060881396,MAJESTIC-MANOR JETBLACK-ET
HOUSA000134280583,OKATO STATIC
HOUSA000135531691,STAR-BAR BEST BURR-ET
HOUSA000139966529,MEYERVILLA TIME-OUT-RED-ET
HOUSA000139964219,FRITZLAND SHOTTLE TOM-ET
HOUSA000061740425,CAMPBROS CARLTON-ET
HOUSA000062438614,BERNICKS DUNDEE LORD
HOUSA000061484999,MARCIS-VIEW MORTY HILTON-ET
HOUSA000140330465,RAISBECK IVAN PLANET
HOUSA000061260084,ROYOLA MACAIN
HOUSA000138169675,BUTTERCUP-AT CREED 70
HOUSA000063284157,DANANN 141 MR SAM 5119
HOUSA000060479181,SELZ-PRALLE ZENITH 5205
HOUSA000134530428,QUICKLAND MACHOMAN MARLO-ET
HOUSA000062188674,SANDY-VALLEY Z BUZZ
HOUSA000134645081,LAUMANNS MORTY TIMMY-ET
HOUSA000061619120,JIMEEN MACHOMAN 1128-ET
HOUSA000063793290,MURPH-KO 3067
HOUSA000061166952,MAJESTIC-MDW THRONE 3880-ET
HOUSA000064374012,HOLMACRES BLASTOFF-ET
HOUSA000136142436,RI-JUL BEST DERICK-ET
HOUSA000137235724,ZANKS-VIEW OMAN OMNIPOTENT
HOUSA000135018336,JEFFREY-WAY TUSKET-ET
HOUSA000137159143,JORICH-WAY GOLDWYN CARLO-ET
HOUSA000066626007,DANNYS GOLD AVALON-ET
HOUSA000141442916,RIDGE-PLACE FEAVER FRED-ET
HOUSA000141282596,TIMLYNN PICCOLO PERRY-RED
HOUSA000137987911,RAISBECK FLANNIGAN MORTY
HOUSA000140769984,FIRSTGLANCE GOLD RUSH-ET
HOUSA000068816148,JOLIAM BRAXTON 3380
HOUSA000063071311,DAL-SKI SHOTTLE EAGLE-ET
HOUSA000066051552,HARVUE SHOTTLE SEPP-ET
HOUSA000061898145,REGANCREST-DL REMINGTON-ET
HOUSA000137231122,FROZENES JK MOOSE-ET
HOUSA000139415760,MATT-DARI AIRRAID MARK
HOUSA000061515332,SUNNYSIDE CLAY CHAMPION
HOUSA000063071372,DAL-SKI SHOTTLE EPIS-ET
HOUSA000137970944,HARDWOOD STORMATIC FRANTIC
HOUSA000140273784,BUDJON MAC DADDY-ET
HOUSA000141311737,LAKECREST SANCHEZ STAR
HOUSA000066854296,EL-LYN GOLDWYN TYPHOON
HOUSA000068816003,JOLIAM MILLION 3283
HOUSA000056375541,LIN-LEA MILLION OBY
HOUSA000136125471,ROSEVILLE LAWNBOYP VENICE
HOUSA000064958374,ROEHL-ACRES LOYAL CAMELOT
HOUSA000061780417,JILLIAN OMAN BALEY
HOUSA000138584531,BERKSONS MERRILL MALCOLM-ET
HOUSA000141094159,VAN-DYK PYN ALEX PENCIL
HO840003004886533,ROSYLANE-LLC ALTAMULLER
HOUSA000135892619,APRIL-DAY ADVENT MAGIC-RED
HOUSA000061331396,LANGS-TWIN-B REGGIE-ET
HOUSA000063838404,SKO-LE-JO PORIOT LUCIFER
HOUSA000064331420,CASTLEHOLM ADVENT MARK-ET
HOUSA000140556995,KEY-VALLEY SHOT C-RAGE-ET
HOUSA000064786911,WOODVALE ALTAGARNETT-ET
HOUSA000062785123,WOODVALE ELDRIDGE-ET
HOUSA000137362422,KAMPS-HOLLOW ABLE-ET
HOUSA000064331389,CASTLEHOLM AD ROCKET-RED-ET
HOUSA000136144036,INDIANHEAD ADV TRUMPETER
HOUSA000139404771,KEPRIDGE ADV TERMINATOR-RED
HOUSA000138410146,RODASH-SLEEP AD RICK-RED-ET
HOUSA000060013059,ROEHL-ACRES LOYAL SUNRAY
HOUSA000064918913,LON-BIRCH TEMPTATION
HOUSA000136820228,DIAMOND-VU M SAM ARSENIO-ET
HOUSA000137837814,JEFFREY-WAY GRIZZLY-ET
HOUSA000137032844,JEFFREY-WAY MR TIBS-ET
HOUSA000066977263,BRICHRIS PRENTICE CASH-ET
HOUSA000061866190,OAKLEIGH TITANIC GILBERT-ET
HOUSA000138094645,EMERALD-ACR-VR CRANDAL-ET
HOUSA000061898117,REGAN-OLMAR TITAN MIC-ET
HOUSA000062030943,MEIER-MEADOWS DEVIN CRI-ET
HOUSA000136450045,PARADISE-DND SHANE-ET
HOUSA000061077026,REGAN-ENGLAND COLEMAN-ET
HOUSA000134835082,MR STORMATIC BILL-ET
HOUSA000137147694,RICECREST ALTAHOTSHOT-ET
HOUSA000053580155,MOONDALE SS RUBE-RED
HOUSA000136079695,FROZENES SS MISSLE-RED-ET
HOUSA000061219731,JOLIAM CHAMPION 2629
HOUSA000139196685,CRISDHOME COOKIES CASINO
HOUSA000061515351,SUNNYSIDE BLAZE DUNDEE
HOUSA000140232655,HARDWATER MARINO-RED-ET
HOUSA000138366979,BUDJON-JK ADVENT EBERT
HOUSA000065799273,VIADUCT MARCONI ELMER 1113
HOUSA000134585969,OPSAL MORTY SUPERNOVA-ET
HOUSA000139373453,LOIS AIRRAID FORIE
HOUSA000062022237,KAS-BRO KINSMAN-ET
HOUSA000141312792,MBAJ HVEZDA O-HENRY
HOUSA000138166449,BUDJON-JK STORMTC EBER-ET
HOUSA000063235353,SKO-LE-JO TITLEIST SAVAGE
HOUSA000065512319,SUNNYSIDE DECKER DEB-RED-ET
HOUSA000062013319,RIDGEVILLE SEPTSTORM JOHN
HOUSA000062093551,BUCKNIER CHAMPION TUX-ET
HOUSA000133810213,JERIAN THRONE APPLE
HOUSA000066731093,MR TIRAWLEY ZENITH DEB-Z
HOUSA000062114092,RAILANE DUNDEE EVERWOOD-ET
HOUSA000135825604,FROZENES BEST ROBIN
HOUSA000207810714,LANDS-BROOK ROSCOE-RED-ET
HOUSA000071627688,DAL-SKI REDLINER LOUIE
HOUSA000061319316,DYNAMIC SS CADBERRY-RED
HOUSA000062022234,KAS-BRO MORTY KICKSTART
HOUSA000142731909,GEHRING ROCKWELL-CLIVE
HOUSA000142206177,DANWOOD KELLEY OS BROKAW-ET
HOUSA000061219882,JOLIAM SHOTTLE 2401-4-ET
HOUSA000136595252,MISSION-BELL CHAMP DYLAN-ET
HOUSA000139593950,MCCLELLAND ARMST DRIZZLE-ET
HOUSA000064557676,HOL-STAR ARMSTED TERENCE-ET
HOUSA000064641833,BRICHRIS DEBONAIR RODEO-ET
HOUSA000069330745,PIERCE-VALE ADVENT RAMSON
HOUSA000069248932,HOL-STAR MANOMAN TERIFIC-ET
HOUSA000137339129,MORSAN SHADOW-ET
HOUSA000064557678,HOL-STAR TEREX-ET
HOUSA000139818460,ARIWAMI SATURN-ET
HOUSA000141291547,CRISDHOME GOLD CHEVY-ET
HOUSA000139364578,MIDNITE-BLU PRODEE HEMAN
HOUSA000139192672,TIMLYNN PLAID CHRIS
HOUSA000135518470,PARADISE-D SPEEDO
HOUSA000063683039,OPSAL-LL BENSON-ET
HOUSA000139887039,MEYERVILLA BRIBERY-RED-ET
HOUSA000139681183,HY-GRO TD PARKER-RED-ET
HOUSA000064930140,TRIM-BEL GOLDWYN MOSES-ET
HOUSA000063377643,TRIM-BEL MARION MAJESTIC
HO840003131809662,CHAR-LAND TOYSTORY KALVIN
HOUSA000138049748,OKATO GOLIATH 42
HOUSA000141060006,MATT-DARI DRIVER MARSHALL
HOUSA000072479305,EARGLADE ARMANI 3466
HOUSA000072182384,WILS-GOLD COLT SHAQ-RED-ET
HOUSA000071823704,CASTLEHOLM EXPLODE ABE-ET
HOUSA000069703260,VIADUCT SHTL FORESIGHT 1297
HOUSA000141243713,CASTLEHOLM GOLDWYN ROW-ET
HOUSA000141243704,CASTLEHOLM GOLDWYN ROAR-ET
HOUSA000137201466,JO-PA-CHA ADVENT AUSTIN-RED
HOUSA000069926919,NOOK-SPRING GOLD DAKOTA
HOUSA000069926799,ERICKSONFARM DILLON
HOUSA000063283564,DOSE 3180 JONAH CAP-RED
HOUSA000070297615,LAKECREST SID ROOSTER
HOUSA000066870201,WEBB-VUE MILLION WARDELL-ET
HOUSA000065512322,SUNNYSIDE HARRY LAWN BOY-ET
HOUSA000063058623,CASTLEHOLM ATWOOD RACE
HO840003123835109,JOLIAM SHOT PHARVE 9620-ET
HOUSA000139895959,EAST-WIND BAXTER DUST-ET
HOUSA000064943931,REGANCREST BRAXTON DRAXX
HOUSA000066079450,CLEAR-ECHO JEEVES NILE-ET
HOUSA000142516180,KLATTVIEW OTIS SILICON
HOUSA000139808593,GIL-GAR SHTL MOJAVE
HOUSA000066870180,WEBB-VUE JEEVES NOAH-ET
HOUSA000140511741,CASTLE-ZANK SHOT RAVIOLI-ET
HOUSA000071949403,NOVA-TMJ EPIC VAPOR-ET
HOUSA000066452834,NOVA SHOTTLE ELVISE-ET
HOUSA000065512349,SUNNYSIDE HERBIE REALITY-ET
HOUSA000120958320,AR-LINE SHOT PAPADADDY-ET
HOUSA000064195242,BATTIST SEP STORM SALT
HOUSA000061898134,REGANCREST TITANIC FORD-ET
HOUSA000068816023,SELZ-PRALLE BLTON 2558-2-ET
HOUSA000055249889,MEIER-MEADOWS AL DAVIS
HOUSA000066977191,BRICHRIS MAC GOMER
HOUSA000062353615,NOOK-SPRING MORTY FRITZ
HOUSA000135495353,HOW-EL-ACRES CHAMP CAPTAIN
HOUSA000070005016,MURPH-KO 4720
HOUSA000135227497,SANDY-VALLEY DUNE-ET
HOUSA000065838560,ME-DO-CREST GOLD IRVIN-ET
HOUSA000138817617,UFM-DUBS SHOTTLE ELROY-ET
HOUSA000065580680,BADGER LONGNECK-ET
HOUSA000068501362,BATTIST BUTANE AUBREY
HOUSA000064865382,GREKARE BOLTON 139
HOUSA000066636870,CROIX-LINE MAC 8
HOUSA000062284579,CO-OP SOSA 2531-ET
HOUSA000139184640,VAN-DYK PTM NEON PEKA
HOUSA000066631739,SPRUCE-HAVEN ALTAHENDRIX
HOUSA000062633136,EISENTRAUT MAC 73-ET
HOUSA000136298687,ELITES-JSJ FIRESTORM-RED-ET
HOUSA000142009314,GEHRINGS-TAG SUNTAN KIMBO
HOUSA000141091914,GEHRINGS-TAG ADVENT KIMBO
HOUSA000140542967,JO-LINE BUCKEYE NATE
HOUSA000062188651,SANDY-VALLEY BELASCO-ET
HOUSA000139474118,MR EL SORRO-ET
HOUSA000063031804,ROYOLA DANIEL JETS-ET
HOUSA000069618269,DAL-SKI PICOLO MARK-RED
HOUSA000066394028,MR SYNERGY GOLD HEISMAN-ET
HOUSA000138898481,RIDGE-PLACE A ADRIFT-RED-ET
HOUSA000065610459,SUNKIST ACHIVER ADVENT-RED
HOUSA000065912670,WILDVALE POTTER GETTO
HOUSA000139116643,DALUGE REAGANCREST VET
HOUSA000061977220,TRUE-BLUE ORIGINAL-ET
HOUSA000066516553,WILDVALE SHOTTLE BUSTER-ET
HOUSA000062188537,SANDY-VALLEY GANDALF-ET
HOUSA000071867230,ABS MAXIMUM
HOUSA000141415039,NAN-KEY SUPER STAR
HOUSA000064024112,BERNICKS ALANDO LIBERAL-TW
HOUSA000069221162,NOBLAND REDLI HOLLYWOOD-RED
HOUSA000071764626,AURORA DISCREET-ET
HOUSA000072479334,SELZ-PRALLE SUPERSIRE 4004
