reg_id,inbreeding
HONZL000000110006,2.85
HONZL000000110009,6.71
HONZL000000109080,3.38
JENZL000000306721,0.2
JENZL000000303091,1.86
JENZL000000305076,0.87
JENZL000000308128,1.21
JENZL000000510673,0.76
JENZL000000309012,2.03
JENZL000000308083,0.62
JENZL000000309084,4.49
JENZL000000309090,2.1
JENZL000000308066,4.39
JENZL000000310507,3.67
JENZL000000307091,0.41
JENZL000000311008,1.81
JENZL000000511051,1.77
AYNZL000000508503,2.04
JENZL000000305536,0.82
HONZL000000108818,1.45
JENZL000000305517,8.36
JENZL000000301089,2.68
JENZL000000306016,0.88
HONZL000000105038,2.85
HONZL000000105556,4.12
HONZL000000110528,5.91
JENZL000000300129,3.11
HONZL000000506123,0.8
JENZL000000508154,2.64
HONZL000000109238,7.74
HONZL000000672213,5.15
HONZL000000096388,7.06
HONZL000000098282,1.7
JENZL000000502011,0
HONZL000000100098,2.27
HONZL000000100048,4.59
JENZL000000303029,0.98
JENZL000000305108,0.96
HONZL000000101140,2.21
AYFIN000000041788,0.12
HOSWE000000045683,4.53
HOUSA000001121706,5.18
HOUSA000001113350,3.14
HOUSA000001196645,0.59
HOUSA000001297169,1.76
HOUSA000001420278,6.21
HOUSA000001262609,6.52
HOUSA000001273756,2.06
HOUSA000001189593,16.62
HOUSA000001267271,1.81
HOCAN000007057246,7.04
HOCAN000007104267,5.6
HOUSA000001242221,1.13
HOUSA000001150470,3.04
HOCAN000000248258,2.84
HOUSA000001144239,0.45
HOUSA000001192325,8.76
HOUSA000001190632,0.66
HOUSA000001298430,0.19
HOCAN000006801888,7.09
HOCAN000006723257,6.29
MSUSA000000438544,2.52
MSUSA000000449444,0.32
HOUSA000017401655,4.15
MSUSA000360010215,0
HOUSA000017331500,0.01
BSUSA000000159245,0
BSUSA000000160086,0.17
BSUSA000000154912,0.18
BSUSA000000160195,1.2
BSUSA000000163153,0.73
AYUSA000000134468,0
AYUSA000000136287,12.5
AYUSA000000134302,0.78
BSUSA000000165595,1.92
AYUSA000000139793,7.03
AYUSA000000139834,0.39
AYUSA000000139131,7.86
AYUSA000000140638,5.37
HOUSA000135125982,6.73
HOUSA000135923348,3.96
BSUSA000000159523,1.7
AYUSA000000140889,6.45
BSUSA000000178214,4.5
BSUSA000000173031,5.98
BSUSA000000179801,4.58
BSUSA000000172258,0.08
BSUSA000000178808,2.42
BSUSA000000171547,1.47
BSUSA000000156458,2.18
BSUSA000000170838,1.07
BSUSA000000159482,0.89
BSUSA000000174360,0.14
AYUSA000000145548,7.58
BSUSA000000181614,1.97
BSUSA000000172230,3.49
BSUSA000000175545,1.33
BSUSA000000158696,1.33
BSUSA000000181018,4.9
BSUSA000000169085,4.07
BSUSA000000170157,6.13
BSUSA000000164123,6.11
BSUSA000000167037,6.13
AYUSA000100372470,6.03
BSUSA000000175893,2.71
BSUSA000000183690,2.48
BSUSA000000175783,1.92
BSUSA000000177055,2.94
BSUSA000000181217,2.31
BSUSA000000179633,4.27
BSUSA000000186906,1.79
BSUSA000000176457,3.36
BSUSA000000172391,0.18
BSUSA000000180097,1.58
BSUSA000000172143,5.96
BSUSA000000175573,0.87
BSUSA000000175751,3.41
BSUSA000000183773,3.08
BSUSA000000180699,1.6
BSUSA000000187439,8.16
BSUSA000000186216,10.16
BSUSA000000189315,2.62
BSUSA000000183970,3.45
BSUSA000000172466,2.15
BSUSA000000177346,5.04
BSUSA000000185301,1.74
BSUSA000000181926,3.53
BSUSA000000184865,2.3
BSUSA000000181972,8.86
BSUSA000000184298,2.54
BSUSA000000183189,1.39
BSUSA000000186040,2.3
BSUSA000000182144,8.56
BSUSA000000183259,6.64
BSUSA000000185302,1.74
BSUSA000000181329,2.62
BSUSA000000182143,8.56
BSUSA000000184138,2.38
BSUSA000000187782,2.16
BSUSA000000187668,9.51
BSUSA000000187748,2.71
BSUSA000000187979,4.15
BSUSA000000190253,2.53
BSUSA000000186594,3.2
BSUSA000000182261,2.73
BSUSA000000185466,9.32
BSUSA000000187451,4.74
BSUSA000000183046,2.1
BSUSA000000188006,4.92
BSUSA000000181575,4.56
BSUSA000000191774,4.43
BSUSA000000189178,3.8
BSUSA000000186963,5.74
BSUSA000000189765,2.44
BSUSA000000181528,1.56
BSUSA000000192035,4.83
BSUSA000000192326,6.76
BSUSA000000193857,8.25
BSUSA000000189551,3.58
BSUSA000000192277,4.06
BSUSA000000189181,3.59
BSUSA000000191254,3.92
BSUSA000000191383,3.52
BSUSA000000193323,3.78
BSUSA000000194811,4.58
BSUSA000000189824,6.83
BSUSA000000185610,5.58
BSUSA000000184458,2.86
BSUSA000000186276,7.77
BSUSA000000189196,7.5
BSUSA000000186277,7.77
BSUSA000000189649,5.63
BSUSA000000191362,3.34
BSUSA000000189890,3.34
BSUSA000000189377,5.52
BSUSA000000187361,6.54
BSUSA000000188973,5.24
BSUSA000000189032,4.35
BSUSA000000190739,4.81
BSUSA000000192631,4.73
BSUSA000000190480,5.04
BSUSA000000189477,7.86
BSUSA000000191914,8.57
BSUSA000000189182,4.81
BSUSA000000190740,5.04
BSUSA000000190720,3.61
BSUSA000000190385,3.61
BSUSA000000191398,4.91
BSUSA000000190335,5.04
BSUSA000000191215,4.81
BSUSA000000191912,4.65
BSUSA000000193222,11.46
BSUSA000000188102,4.47
BSUSA000000187531,9.39
BSUSA000000191172,5.63
BSUSA000000184087,3.78
BSUSA000000189797,5.11
BSUSA000000193011,3.4
BSUSA000000193010,3.4
BSUSA000000191180,3.04
BSUSA000000190648,7.68
BSUSA000000191552,7.53
BSUSA000000191790,7.64
BSUSA000000192223,6.73
BSUSA000000194123,6.39
BSUSA000000191181,10.59
BSUSA000000191184,9.67
BSUSA000000191798,6.99
BSUSA000000191611,10.59
BSUSA000000191610,10.59
BSUSA000000192224,6.73
BSUSA000000193300,18.29
BSUSA000000192192,5.54
BSUSA000000193174,3.31
BSUSA000000195728,4.12
BSUSA000000193849,5.82
BSUSA000000191253,4.96
BSUSA000000193906,5.92
BSUSA000000191848,7.02
BSUSA000000192584,5.42
BSUSA000000198418,6.45
BSUSA000000191472,2.74
BSUSA000000193152,6.79
BSUSA000000192117,8.26
BSUSA000000192794,4.8
BSUSA000000193270,6.19
BSUSA000000192005,4.56
BSUSA000000190388,4.76
BSUSA000000192568,8.8
BSUSA000000194059,4.75
BSUSA000000194345,10.05
BSUSA000000195832,7.19
BSUSA000000191954,7.7
BSUSA000000192548,9.89
BSUSA000000192549,9.89
BSUSA000000194007,7.6
BSUSA000000195346,8.09
BSUSA000000195955,6.03
BSUSA000000195202,4.92
BSUSA000000193077,12.59
BSUSA000000191893,8.72
BSUSA000000192986,5.29
BSUSA000000193757,4.92
BSUSA000000192294,5.59
BSUSA000000194006,7.35
BSUSA000000192391,6.02
BSUSA000000192809,9.46
BSUSA000000193556,6.58
BSUSA000000195695,9.62
BSUSA000000191953,10.87
BSUSA000000192949,13.37
BSUSA000000194310,9.06
BSUSA000000196526,8.34
BSUSA000000196911,9.01
BSUSA000000195755,10.85
BSUSA000000194311,9.06
BSUSA000000195617,8.08
BSUSA000000193141,8.18
BSUSA000000193695,7.55
BSUSA000000194475,7.6
BSUSA000000194624,7.62
BSUSA000000194070,7.55
BSUSA000000193863,8.54
BSUSA000000194669,7.68
BSUSA000000193371,9.5
BSUSA000000195665,9.89
BSUSA000000194069,6.76
BSUSA000000193223,8.2
BSUSA000000193366,4.63
BSUSA000000191480,8.2
BSUSA000000194403,6.71
BSUSA000000195015,7.98
BSUSA000000192774,5.22
BSUSA000000194926,6.9
BSUSA000000197637,10.17
BSUSA000000196835,2.76
BSUSA000000197112,5.63
BSUSA000000195753,5.59
BSUSA000000194935,5
BSUSA000000197799,6.33
BSUSA000000196150,4.09
BSUSA000000194660,5.46
BSUSA000000194402,4.03
BSUSA000000194401,6.09
BSUSA000000197535,6.57
BSUSA000000196307,4.74
BSUSA000000195793,5.63
BSUSA000000195794,5.63
BSUSA000000195114,8.58
BSUSA000000195867,8.27
BSUSA000000197293,5.54
BSUSA000000197291,6.75
BSUSA000068104784,8.09
BSUSA000000197788,7.21
BSUSA000000198017,7.66
BSUSA000000197444,11.05
BSUSA000000198735,16.63
BSUSA000000197134,6.67
BSUSA000000198152,8.6
BSUSA000068110661,4.24
HOCAN000000322717,1.5
HOUSA000066087693,5.71
HOUSA000139886458,5.69
HO840003006778390,7.2
HO840003004886506,7.13
HOUSA000065895428,5.67
HOUSA000063050132,8.56
HOUSA000066472707,4.78
HOUSA000140056749,5.16
HO840003006778167,6.2
HOUSA000070881028,11.29
HOUSA000065888792,5.46
HOUSA000140056758,5.06
HOUSA000139706604,5.36
HOUSA000069120796,6.38
HOUSA000063082376,5.28
HOUSA000063555720,6.07
HOUSA000063501625,5.7
HOUSA000065338079,5.52
HOUSA000062898319,6.49
HOUSA000001735569,0.62
HOUSA000001722053,0.32
HOUSA000001804980,0.15
HOUSA000001626173,0.28
HOCAN000000354906,1.37
HOUSA000001664751,1.05
HOUSA000001520832,0.1
HOUSA000001652218,3.47
HOUSA000001593532,0.46
HOUSA000001713806,3.41
HOUSA000001656450,1.05
HOUSA000001596441,3.33
HOUSA000001815518,1.51
HOUSA000001765035,1.93
HOUSA000001646126,0.17
HOUSA000001617071,0.64
HOUSA000001718523,0.16
JEUSA000116688040,5.37
JEUSA000116193878,4.96
HOUSA000001759339,0.87
HOUSA000138964458,9.39
HOUSA000002247746,3.97
HOUSA000001846227,7.27
HOUSA000002215294,0.92
HOUSA000002217394,1.49
HOUSA000002199279,9.18
MSUSA000000423059,0
MSUSA000000398266,3.91
HOUSA000134101383,3.8
HOUSA000002252648,3.04
HOUSA000060528724,6.04
HOUSA000061133839,4.78
HOUSA000130536048,5.1
HOUSA000126023376,5.43
HOUSA000126023394,5.43
HOUSA000207549986,3.3
HOUSA000126023406,5.43
HOCAN000006959583,3.74
HOUSA000050747059,3.89
HOUSA000002292740,5.17
HOUSA000017368931,7.03
MSUSA000000420146,18.75
HOUSA000134855125,5.86
HOUSA000134278995,6.18
HOUSA000134278865,5.67
HOUSA000135767445,4.03
HOUSA000129136404,2.37
HOUSA000060048688,9.28
HOUSA000061720041,2.92
HOUSA000135905690,5.09
HOUSA000133898208,2.87
HOUSA000133842056,6.08
HOUSA000129964469,2.16
HOUSA000062811027,4.48
HOUSA000135418903,5.98
MSUSA000000437226,9.52
HOUSA000061182016,4.69
HOUSA000129587460,1.96
HOUSA000129844532,2.77
HOUSA000060098393,3.15
HOUSA000060413867,7.51
MSUSA000370008306,3.58
MSUSA000000439021,0.2
MSUSA000000426686,10.05
MSUSA000000436934,1.07
MSUSA000000457259,5.9
MSUSA000000449081,0.48
MSUSA000000451544,0.8
MSUSA000000456757,3.68
MSUSA000000454143,0.94
MSUSA000068314754,1.8
GUUSA000000589104,0
GUUSA000000589908,0
JEUSA000000632243,1.95
GUUSA000000587608,0
GUUSA000000590517,0
JEUSA000000627500,0
GUUSA000000592570,2.05
JEUSA000000622829,0
JEUSA000000623329,3.52
JEUSA000000623330,1.76
GUUSA000000594356,0.98
GUUSA000000599229,2.53
GUUSA000000598858,0.49
GUUSA000000591871,0
JEUSA000000627691,0.24
GUUSA000000602265,0.64
JEUSA000000619366,0
GUUSA000000602051,7.01
JEUSA000000604853,7.81
JEUSA000000618449,0
JEUSA000000630801,0.24
JEUSA000000633039,3.44
JEUSA000000630810,0
JEUSA000000630795,10.35
GUUSA000000602715,5.29
JEUSA000000629705,0
JEUSA000000630347,0.46
JEUSA000000631158,0.2
GUUSA000000604016,3.74
GUUSA000000603721,3.78
GUUSA000000603602,8.48
GUUSA000000603603,8.48
HOUSA000063704881,7.3
HO840003001638553,7.15
HOUSA000064288016,6.91
HO840003003939045,5.81
HO840003003939043,5.81
HO840003003939055,11.7
HOUSA000066451345,9.01
HOUSA000139793686,6.98
HOUSA000140056299,6.25
HOUSA000069324700,5.87
HOUSA000139231146,5.46
HOUSA000139231137,5.46
HOUSA000066360625,6.12
HOUSA000066532627,6.45
HOUSA000066133528,4.14
HOUSA000069093264,5.33
HOUSA000063685867,7.05
HOUSA000139663127,5.62
HO840003003939049,5.56
HOUSA000139594513,5.65
HOUSA000139805488,7.32
HOUSA000139800559,7.32
HOUSA000065827971,7.23
HOUSA000066451383,7.27
HOUSA000065827991,7.91
HOUSA000140333084,6.97
HOUSA000069654695,5.57
HOUSA000069654691,5.57
HOUSA000068771348,4.61
HOUSA000140875137,9.78
HOUSA000139815449,7.41
HOUSA000069720028,6.59
HOUSA000071851528,9.47
HOUSA000066676829,7.23
HOUSA000062295415,5.52
HOUSA000069096070,5.65
HOUSA000066451344,9.01
HO840003006005925,12.06
HOUSA000066977318,6.31
HOUSA000069753080,6.31
HOUSA000064989318,6.82
HOUSA000068738570,9.05
HOUSA000139805376,7.32
HOUSA000066762643,6.78
GUUSA000068048802,2.65
GUUSA000000602889,5.7
GUUSA000000604824,3.85
GUUSA000000603966,4.96
GUUSA000000604230,3.57
GUUSA000000604917,3.88
GUUSA000068001915,11.54
GUUSA000068008443,4.89
GUUSA000000604859,10.14
GUUSA000068047496,4.33
JEUSA000000629746,0.81
JEUSA000000630817,0
JEUSA000000631421,0.73
GUUSA000068025119,5.22
JEUSA000000622333,3.81
GUUSA000000604842,4.91
GUUSA000000605000,5.19
GUUSA000068001358,8.2
GUUSA000000605084,4.97
GUUSA000068029014,10.01
GUUSA000078000394,6.44
GUUSA000068027037,5.1
GUUSA000068046984,7.37
GUUSA000068049287,9.81
JEUSA000000626954,0.1
GUUSA000068045933,6.44
GUUSA000068047854,5.98
GUUSA000068045934,5.98
JEUSA000000623003,9.18
GUUSA000068039423,6.71
JEUSA000000621875,4.69
JEUSA000000632758,6.84
JEUSA000000632567,1.95
JEUSA000000652758,3.28
JEUSA000000656794,3.05
JEUSA000000653656,5.33
JEUSA000000653985,10.51
JEUSA000000652162,3.41
JECAN000010214071,3.42
JEUSA000116595764,3.2
JEUSA000000659554,4.95
JEAUS000A00008691,9.56
JEUSA000000660154,12.12
JEUSA000000662157,0
JEUSA000000661398,8.8
JEUSA000000665568,9.73
JEUSA000000666153,7.29
JEUSA000000661401,8.8
JEUSA000111172270,9.44
JEUSA000000662950,6.39
JEUSA000000664819,9.59
JEUSA000000664510,3.55
JEUSA000110668262,6.83
JEUSA000110151469,6.21
JEUSA000110334961,7.63
JEUSA000111352890,6.6
JEUSA000113544826,6.97
JEUSA000111436330,5.75
JEUSA000110594635,6.47
JEUSA000111375842,6.57
JEUSA000113809848,3.58
JEUSA000061063486,7.4
JEUSA000114424291,9.65
JEUSA000114738178,8.3
JEUSA000067027374,8.6
JEUSA000115010765,9.79
AY840003132388711,10.71
AYUSA000100531732,6.28
HOUSA000001458728,1.88
HOUSA000001244845,7.66
HOUSA000001281628,13.69
HOUSA000001430106,0.35
HOUSA000001447414,0.61
HOUSA000001433982,0.48
HOUSA000001347940,3.3
HOUSA000001453485,0.28
HOUSA000001578759,8.76
HOUSA000001406271,0.52
HOUSA000001493686,0.09
HOUSA000001426616,0.57
HOUSA000001531866,0.49
HOUSA000001352953,0.57
HOUSA000001305460,0.65
HOUSA000001271810,30.71
HOUSA000001300014,15.29
HOUSA000001389471,8.58
HOUSA000001492271,5.6
HOUSA000001537570,1.99
HOUSA000001479807,5.66
HOUSA000001466757,1.44
HOUSA000001341149,5.86
HOUSA000001423213,7.5
HOUSA000001315498,0.65
HOUSA000001598618,0.9
HOUSA000001490991,0.12
HOUSA000001470239,0.29
HOUSA000001500404,4.69
HOUSA000001483844,5.89
HOUSA000001488500,0.32
HOUSA000001500847,0.32
HOUSA000001487040,4.83
HOUSA000001261857,9.58
HOUSA000001700553,0.37
HOUSA000001517422,0.39
HOUSA000001473508,0.29
HOUSA000001479300,1.52
HOUSA000001518616,1.44
HOUSA000001597697,1.19
HOUSA000001621349,0.81
HOUSA000001381027,0.06
HOUSA000001346121,0.32
HOUSA000001516360,4.54
HOUSA000001525496,0.52
HOUSA000001516004,0.24
HOUSA000001597691,0.28
HOUSA000001558270,0.25
HOUSA000001619412,0.41
HOUSA000001641449,0.49
HOUSA000001512026,0.85
HOUSA000001483720,1.16
HOUSA000001598320,4.07
HOUSA000001686245,0.35
HOUSA000001635171,0.18
HOUSA000001506449,1.01
HOUSA000001344345,0.18
HOUSA000001537759,4.62
HOUSA000001617266,0.55
HOUSA000001809498,1.01
HOUSA000001499581,3.37
HOUSA000001797122,1
HOUSA000001374286,0.32
HOUSA000001603635,1.5
HOUSA000001428104,0.53
HOUSA000001508293,0.11
HOUSA000001579907,3.35
HOUSA000001495881,1.61
HOUSA000001452078,1.33
HOUSA000001424478,4.23
HOUSA000001628242,0.28
HOUSA000001643622,1.68
HOUSA000001749426,0.77
HOUSA000001638035,1.24
HOUSA000001416227,1.51
HOUSA000001517562,0.5
HOUSA000001780568,0.8
HOUSA000001638612,0.19
HOUSA000001659903,1.42
HOUSA000001721314,3.99
HOUSA000001780748,0.4
HOUSA000001649214,0.25
HOUSA000001617348,0.14
HOUSA000001560050,0.03
HOUSA000001650559,1.27
HOUSA000001463314,3.65
HOUSA000001526128,0.87
HOUSA000001653121,1.57
HOUSA000001505219,8.53
HOUSA000001646054,1.62
HOUSA000001565870,0.1
HOUSA000001571849,0.62
HOUSA000001628850,0.79
HOUSA000001537060,2.41
HOUSA000001780941,3.84
HOUSA000001743435,3.08
HOUSA000001648691,0.82
HOUSA000001766442,0.16
HOUSA000001800310,0.61
HOUSA000001815896,2.05
HOUSA000001778794,0.54
HOUSA000001683349,4.24
HOUSA000001466179,17.16
HOUSA000001596723,0.78
HOUSA000001829847,1.19
HOUSA000001471956,6.91
HOUSA000001558842,5.48
HOUSA000001580020,0.36
HOUSA000001689839,1.81
HOUSA000001632665,0.8
HOUSA000001634528,1.7
HOUSA000001761466,0.94
HOUSA000001794153,1.75
HOUSA000001683955,2.58
HOUSA000001721509,1.55
HOUSA000001664397,1.68
HOUSA000001778514,0.83
HOUSA000001674389,0.59
HOUSA000001680121,1.99
HOUSA000001773753,2.1
HOUSA000001722425,0.96
HOUSA000001814019,1.41
HOUSA000002153299,5.28
HOUSA000001620273,1.15
HOUSA000001499133,1.57
HOUSA000001623525,0.68
HOUSA000001556373,0.26
HOUSA000001767323,2.35
HOUSA000001648394,0.16
HOUSA000001674245,0.38
HOUSA000001633509,1.12
HOUSA000001469167,4.05
HOUSA000001698598,0.68
HOUSA000001757833,4.68
HOCAN000000349700,0.6
HOUSA000001590964,0.2
HOUSA000001618952,0.15
HOUSA000001604903,0.55
HOUSA000001793528,0.1
HOUSA000001588639,1.14
HOUSA000001666428,0.35
HOUSA000001647923,0.54
HOUSA000001813507,6.92
HOUSA000001647355,1.69
HOUSA000001643248,3.37
HOUSA000001769287,0.75
HOUSA000001678710,0.23
HOUSA000001684411,0.22
HOUSA000001686025,0.61
HOUSA000001713340,0.2
HOUSA000001808984,0.8
HOUSA000001786933,0.46
HOUSA000001640590,0.8
HOUSA000001619862,0.38
HOUSA000001619057,0.36
HOUSA000001775960,0.78
HOUSA000001801051,11.48
HOUSA000001797689,0.84
HOUSA000001633034,1.25
HOUSA000001656451,1.31
HOUSA000001807302,2.53
HOUSA000001592118,0.1
HOUSA000001591335,0.16
HOUSA000001746760,3.74
HOUSA000001802072,0.22
HOUSA000001691097,6.96
HOUSA000001667692,0.76
HOUSA000001694963,0.14
HOUSA000001803111,2.7
HOUSA000001647725,0.11
HOUSA000001754029,0.84
HOUSA000001729911,1.26
HOUSA000001630251,4
HOUSA000001676933,0.78
HOUSA000001663473,0.05
HOUSA000001679466,6.68
HOUSA000001802136,2.57
HOUSA000001759275,1.96
HOUSA000001576925,4.03
HOUSA000001757413,1.96
HOUSA000001583197,0.19
HOUSA000001574110,0.11
HOUSA000001549450,0.3
HOUSA000001724053,0.29
HOUSA000001757418,1.31
HOUSA000001768759,1.48
HOUSA000001773673,0.91
HOUSA000001773679,3.46
HOUSA000001778869,0.62
HOUSA000001771609,0.28
HOUSA000001781972,1.88
HOUSA000001788876,0.51
HOUSA000001790046,0.31
HOUSA000001685357,0.39
HOUSA000001697572,13.21
HOUSA000001789708,0.98
HOUSA000001800137,0.58
HOUSA000001803188,0.64
HOUSA000001813971,1.38
HOUSA000001808990,1.78
HOUSA000001736388,0.22
HOUSA000001663497,1.19
HOUSA000001734865,0.98
HOUSA000001687902,0.6
HOUSA000001693040,0.45
HOUSA000001816280,4.61
HOUSA000001808621,1.33
HOUSA000001692148,0.55
HOUSA000001769875,0.59
HOUSA000001788177,1.41
HOUSA000001797339,1.78
HOUSA000001817028,5.66
HOUSA000001809308,0.79
HOUSA000001629878,1.11
HOUSA000001794531,0.85
HOUSA000001801130,0.44
HOUSA000001801005,6.84
HOUSA000001733665,0.46
HOUSA000001788879,1.12
HOUSA000001719975,0.17
HOUSA000001684385,0.24
HOUSA000001682467,0.74
HOUSA000001781669,2.39
HOUSA000001787290,3.3
HOUSA000001725714,0.21
HOUSA000001752171,3.65
HOUSA000001841940,2.7
HOUSA000001799151,0.42
HOUSA000001674582,2.39
HOUSA000001767313,0.41
HOUSA000001792536,0.13
HOUSA000001774487,0.68
HOUSA000001784746,0.28
HOUSA000001785588,1.16
HOUSA000001796884,1.8
HOUSA000001784900,0.59
HOUSA000001789943,0.66
HOUSA000001794751,0.37
HOUSA000001807022,0.27
HOUSA000001806653,1.52
HOUSA000001803950,1.94
HOUSA000001807882,0.17
HOUSA000001689470,1.93
HOUSA000001743874,0.5
HOUSA000001775331,0.17
HOUSA000001772090,0.17
HOUSA000001705850,0.41
HOUSA000001721881,2.7
HOUSA000001620037,1.46
HOUSA000001719144,0.36
HOUSA000001777047,0.56
HOUSA000001739744,0.39
HOUSA000001743926,2.66
HOUSA000001773268,0.48
HOUSA000001783108,1.77
HOUSA000001773716,0.54
HOUSA000001795456,0.79
HOUSA000001801794,3.57
HOUSA000001807379,0.31
HOUSA000001744313,0.46
HOUSA000001766829,0.59
HOUSA000001664499,0.55
HOUSA000001712352,2.09
HOUSA000001822820,0.91
HOUSA000001692558,4.18
HOUSA000001824203,1.62
HOUSA000001816012,1.27
HOUSA000001651486,0.18
HOUSA000001739595,1.34
HOUSA000001817624,0.39
HOUSA000001682485,3.54
HOUSA000001818002,1.01
HOUSA000001687760,6.81
HOUSA000001788856,0.22
HOUSA000001757452,0.27
HOUSA000001775916,0.32
HOUSA000001675762,0.52
HOUSA000001692759,1.21
HOUSA000001800328,0.6
HOUSA000001645058,0.52
HOUSA000001779168,1.03
HOUSA000001701661,1.78
HOUSA000001599084,0.97
HOUSA000001754448,0.54
HOUSA000001759101,2.58
HOUSA000001765216,0.53
HOUSA000001767505,2.37
HOUSA000001778755,7.1
HOUSA000001770361,2.75
HOUSA000001778444,4.41
HOUSA000001813562,0.84
HOUSA000001784772,6.72
HOUSA000001787727,2.46
HOUSA000001787105,2.27
HOUSA000001792910,1.46
HOUSA000001786803,1.26
HOUSA000001727067,1.84
HOUSA000001785740,4.6
HOUSA000001795671,4.68
HOUSA000001806950,0.21
HOUSA000001795902,0.8
HOUSA000001798478,1.02
HOUSA000001801802,0.85
HOUSA000001803412,1.86
HOUSA000001801683,1.36
HOUSA000001816775,5.72
HOUSA000001828548,2.28
HOUSA000001816686,1.69
HOUSA000001743677,2.11
HOUSA000001790625,4.5
HOUSA000001806601,5.85
HOUSA000001788378,2.74
HOUSA000001813739,0.86
HOUSA000001860325,0.24
HOUSA000001710057,6.71
HOUSA000001712594,3.55
HOUSA000001726591,0.5
HOUSA000001797959,1.1
HOUSA000001805061,1.82
HOUSA000001782190,4.57
HOUSA000001810522,1.07
HOUSA000001803296,0.22
HOUSA000001803246,1.42
HOUSA000001810865,7.08
HOUSA000001799994,0.77
HOUSA000001803742,2.26
HOUSA000002002010,0.79
HOUSA000001815385,4.89
HOUSA000001772774,4.76
HOUSA000001819119,2.2
HOUSA000001811754,0.63
HOUSA000001920908,7.07
HOUSA000001765751,0.2
HOUSA000001699054,0.23
HOUSA000002042752,1.6
HOUSA000002065341,15.26
HOUSA000001806206,0.75
HOUSA000001804220,0.94
HOUSA000001642494,0.17
HOUSA000001693976,0.63
HOUSA000001756330,0.54
HOUSA000001789742,3.12
HOUSA000001792544,0.44
HOUSA000001715210,1.61
HOUSA000001676393,0.62
HOUSA000001773588,4.99
HOUSA000001766145,0.7
HOUSA000001809080,0.85
HOUSA000001691704,7.34
HOUSA000001720051,0.53
HOUSA000001752395,2.91
HOUSA000001811374,1.01
HOUSA000001804702,0.95
HOUSA000001734212,1.35
HOUSA000001812217,0.21
HOUSA000001779927,1.87
HOUSA000001945604,2.39
HOUSA000001721333,1.15
HOUSA000001768768,1.86
HOUSA000001799693,3.52
HOUSA000001779944,1.43
HOUSA000001768769,1.13
HOUSA000001681734,0.75
HOUSA000001793787,3.62
HOUSA000001817372,2.14
HOUSA000001758065,0.4
HOUSA000001791371,1.7
HOUSA000001799768,1.74
HOUSA000002042568,6.8
HOUSA000001897791,1.56
HOUSA000001747509,2
HOUSA000001964485,3.62
HOUSA000001790388,1.47
HOUSA000001804879,0.67
HOUSA000001795679,0.87
HOUSA000001781631,0.24
HOUSA000001772282,2.62
HOUSA000002235361,1.36
HOUSA000136778325,3.78
HOUSA000001824216,2.63
HOUSA000001790420,0.7
HOUSA000001804692,0.2
HOUSA000002088972,4.04
HOUSA000001792928,1.85
HOUSA000002017412,2.54
HOUSA000002260832,5.18
HOUSA000002247419,2.15
HOUSA000002247421,14.47
HOUSA000002247435,4.75
HOUSA000002247437,17
HOUSA000002247432,0.31
HOUSA000002247420,2.9
HOUSA000002265482,2.55
HOUSA000002162948,2.6
HOUSA000002288769,4.78
HOUSA000017036332,3.91
HOUSA000002283989,3.78
HOCAN000006827354,6.73
HOUSA000002291338,2.65
HOUSA000017190309,4.84
HOUSA000002248883,4.52
HOUSA000002274802,3.92
HOUSA000002293541,4.27
HOUSA000017140953,12.12
HOUSA000017173559,4.5
HOUSA000017294583,4.72
HOUSA000002200795,4.65
HOUSA000135120745,3.02
HOUSA000017270864,12.21
HOCAN000009388071,4.69
HOUSA000002297003,8.06
HONLD000177019793,14.98
HOUSA000017307882,2.78
HOCAN000006760022,3.92
HOUSA000002182343,2.91
HOUSA000002289236,2.72
HOUSA000017037080,2.21
HOUSA000017056828,10.45
HOUSA000017309140,8.46
HOCAN000010612600,4.03
HOUSA000017124147,6.07
HODNK000870720527,3.58
HOUSA000126955334,10.76
HOUSA00021ZAH1280,3.27
HOGBR000000584475,7.22
HOAUS000H00930377,2.76
HOUSA000002244524,6.5
HOUSA000002259384,7.44
HOUSA000002271305,4.16
HOUSA000002280744,3.42
HOUSA000129666062,4.8
HOUSA000132072016,6.76
HOUSA000134417721,4.91
HOUSA000002270549,3.65
HOUSA000017143616,2.4
HOUSA000017157844,4.81
HOUSA000002255411,5.58
HOUSA000002293604,3.64
HOUSA000017151911,8.16
HOITA006001001962,4.96
HOITA006001003794,6.92
HOUSA000017394358,7.74
HOUSA000131213926,4.08
HOUSA000002275534,1.12
HONZL000000662507,4.89
HOUSA000017352075,4.49
HOUSA000017104495,5.83
HOUSA000002281533,3.46
HOUSA000002293291,6.2
HOUSA000123485890,4.27
HOUSA000002296204,2.95
HOUSA000017261610,9.01
HOUSA000002249257,3.51
HOUSA000135654295,2.54
HOUSA000017396502,3.54
HONLD000173694255,6.48
HOCAN000006793659,4.2
HOCAN000006821449,3.36
HOCAN000010579656,5.22
HOUSA000132671493,3.22
HOUSA000129964450,2.83
HOUSA000125797155,3.57
HOUSA000133725784,1.95
HOUSA000133107395,6.35
HOUSA000134350705,6.27
HOUSA000133553374,6.38
HOUSA000133507261,5.54
HOUSA000134318817,6.33
HOUSA000061898076,6.97
HOUSA000128291546,3.93
HOUSA000122486393,4.85
